IQ,Major,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
114,Psychology,6.24,6.1,2,Yes,10,10,1,No
132,Psychology,5.92,5.51,4,No,4,8,4,Yes
86,Psychology,6.15,6.1,7,No,0,8,4,No
87,Computer Science,6.32,6.42,9,No,10,5,1,No
82,Psychology,6.15,6.06,5,No,5,4,5,No
106,Engineering,8.29,8.18,5,No,3,10,0,No
102,Business,5.58,5.9,5,No,5,3,1,No
97,Computer Science,6.94,6.47,10,No,0,2,5,No
112,Computer Science,8.13,7.93,9,Yes,3,10,4,Yes
118,Design,6.45,6.76,7,Yes,4,5,5,No
77,Psychology,5.33,5.75,3,No,5,8,3,No
91,Finance,5.41,5.32,2,No,4,5,0,No
112,Pharmacy,5.63,6.02,9,No,1,7,5,No
92,Business,9.18,8.88,3,No,2,5,4,No
88,Computer Science,8.29,8.01,8,Yes,4,10,2,Yes
115,Business,5.32,5.67,4,No,10,9,3,Yes
80,Computer Science,6.96,7.36,5,No,6,8,3,No
95,Marketing,6.39,6.11,8,No,3,8,1,No
104,Design,7.89,7.45,5,No,10,1,4,No
91,Engineering,7.61,7.2,10,Yes,5,5,4,No
111,Marketing,7.41,7.17,2,No,8,9,1,No
91,Education,6.57,6.83,6,No,9,8,4,No
121,Psychology,5.69,5.7,7,No,6,1,4,No
98,Education,8.71,8.67,1,No,2,9,5,Yes
110,Pharmacy,9.4,9.48,10,Yes,10,10,3,Yes
111,Finance,9.72,10.11,9,No,4,1,0,No
90,Engineering,5.29,4.88,6,No,8,5,2,No
69,Marketing,8.7,8.89,4,Yes,4,10,2,Yes
105,Business,8.63,9.06,2,No,2,1,0,No
101,Business,9.74,9.45,9,No,7,8,2,Yes
108,Pharmacy,6.26,6.6,6,No,6,2,0,No
96,Computer Science,8.71,8.91,9,Yes,4,6,4,No
93,Business,5.27,4.78,2,Yes,4,2,1,No
130,Psychology,8.16,7.89,5,Yes,0,2,5,No
77,Finance,6.75,6.86,6,No,7,1,4,No
111,Design,8.84,8.84,5,Yes,5,6,1,No
91,Psychology,9.32,9.35,6,Yes,4,5,0,No
94,Finance,6.82,6.55,3,No,6,4,4,No
95,Pharmacy,7.63,7.81,9,Yes,1,4,0,No
87,Psychology,5.59,5.36,2,No,2,9,5,No
108,Design,7.08,6.97,2,Yes,8,2,5,No
120,Design,6.8,6.67,5,No,4,10,3,Yes
107,Restaurant,5.92,6.09,10,No,5,7,5,No
101,Computer Science,9.47,9.06,3,Yes,7,5,5,No
85,Pharmacy,5.74,5.45,2,No,2,10,0,No
107,Psychology,8.18,7.88,6,Yes,0,9,5,No
132,Engineering,9.45,9.06,6,Yes,3,4,4,Yes
94,Engineering,9.56,9.27,7,No,1,6,1,No
94,Pharmacy,8.97,9.08,4,Yes,8,2,3,No
91,Psychology,5.88,6.11,8,Yes,3,1,4,No
92,Marketing,9.09,9.25,3,Yes,8,1,4,No
58,Marketing,6.38,6.36,10,No,6,4,4,No
106,Computer Science,9.61,9.16,1,No,6,9,3,Yes
87,Psychology,8.55,9.01,5,Yes,0,3,4,No
75,Design,8.93,8.6,6,Yes,1,3,5,No
111,Business,5.43,5.6,3,Yes,6,7,1,No
83,Engineering,7.91,8.32,2,Yes,4,8,5,Yes
94,Psychology,9.11,9.31,3,No,6,6,4,No
121,Psychology,9.31,9.03,3,No,2,1,2,Yes
78,Business,5.14,4.96,7,Yes,7,6,0,No
77,Business,9.7,9.23,1,No,3,8,2,Yes
104,Finance,5.22,5.33,4,No,7,5,5,No
117,Restaurant,8.07,8.18,3,Yes,5,8,1,Yes
76,Computer Science,8.47,8.7,10,Yes,8,1,1,No
106,Engineering,5.54,5.05,7,Yes,5,4,0,No
108,Business,5.24,5.56,1,No,3,9,1,No
69,Marketing,8.92,9.16,8,No,2,10,1,No
111,Pharmacy,6.92,6.56,10,Yes,3,5,4,No
113,Marketing,5.54,5.39,7,No,10,10,0,No
95,Finance,8.81,8.95,8,No,6,10,2,Yes
118,Finance,9.25,9.25,8,Yes,7,3,4,Yes
117,Business,7.94,7.56,9,No,1,3,4,No
101,Finance,5.81,5.4,1,Yes,8,9,2,No
93,Design,5.08,5.36,9,Yes,6,1,1,No
85,Education,8.5,8.16,1,No,6,6,3,No
99,Psychology,7.75,7.42,3,No,9,6,5,No
108,Psychology,8.25,8.58,7,Yes,3,10,3,Yes
95,Business,9.07,9.18,8,Yes,6,8,5,Yes
67,Finance,7.17,7.27,5,No,1,8,1,No
119,Pharmacy,5.62,5.6,1,No,10,1,4,No
102,Design,9.7,9.77,3,Yes,9,7,2,No
94,Computer Science,7.73,7.83,7,Yes,2,10,3,No
112,Finance,8.08,8.55,2,No,1,1,4,Yes
122,Design,9.67,9.39,2,No,4,8,3,Yes
57,Restaurant,9.66,9.37,9,Yes,0,5,2,No
106,Computer Science,7.86,7.42,6,Yes,1,2,4,No
78,Psychology,6.49,6.65,4,No,10,3,0,No
107,Restaurant,9.99,10.04,10,Yes,5,9,4,Yes
101,Business,8.4,8.01,9,Yes,5,2,0,No
109,Engineering,7.04,6.9,7,No,7,4,1,No
92,Business,7.8,7.48,7,Yes,8,7,2,No
71,Pharmacy,7.08,6.91,8,No,8,8,3,No
93,Design,9.44,9.89,3,No,6,3,1,No
106,Engineering,7.41,7.59,2,Yes,9,10,1,No
115,Computer Science,9.12,8.63,1,Yes,0,10,5,Yes
82,Computer Science,9.2,8.95,2,Yes,3,9,5,Yes
115,Restaurant,9.12,8.63,3,No,6,8,4,Yes
90,Pharmacy,8.61,8.82,5,No,1,6,4,No
105,Psychology,9.27,9.24,8,No,8,8,5,Yes
92,Finance,6.94,7.43,3,No,0,10,5,No
102,Finance,5.57,5.8,7,Yes,8,8,0,No
113,Engineering,9.21,9.23,5,No,6,3,0,No
81,Pharmacy,7.49,7.79,5,No,9,7,1,No
89,Pharmacy,5.64,5.84,8,No,5,8,1,No
102,Computer Science,5.58,5.32,10,Yes,6,6,4,No
136,Psychology,5.8,5.83,5,Yes,1,6,4,No
87,Design,8.75,8.81,10,No,9,7,3,No
130,Psychology,8.55,8.5,7,No,1,4,2,Yes
130,Marketing,6.02,5.7,10,No,2,10,3,Yes
98,Pharmacy,9.23,8.95,8,Yes,5,10,2,Yes
95,Business,6.41,6.19,8,Yes,0,9,1,No
89,Education,8.96,8.47,3,No,10,3,4,No
98,Pharmacy,7.44,7.86,4,No,3,7,3,No
78,Engineering,8.66,8.85,8,No,7,9,5,Yes
98,Business,6.91,7.1,5,No,7,8,2,No
122,Engineering,6.74,6.81,1,No,4,7,5,No
90,Restaurant,9.21,9.4,7,No,6,5,5,No
96,Education,5.18,5.66,3,No,4,2,0,No
74,Education,9.87,9.76,2,No,3,2,2,No
105,Computer Science,8.24,8.45,10,No,5,4,2,No
103,Pharmacy,7.16,7.02,5,No,7,5,5,No
100,Computer Science,8.14,8.49,1,No,9,4,4,No
96,Finance,5.61,5.97,9,No,0,2,3,No
95,Engineering,7.57,7.97,10,No,2,4,1,No
107,Marketing,9.93,9.44,5,Yes,3,5,3,No
99,Marketing,6.18,5.98,6,Yes,4,4,1,No
104,Finance,8.61,8.24,7,Yes,0,6,5,No
103,Restaurant,7.17,7.12,9,No,8,10,0,No
116,Marketing,8.26,8.26,5,Yes,7,7,5,Yes
110,Engineering,6.02,5.78,4,No,1,5,5,No
102,Marketing,7.35,7.57,3,No,4,9,4,No
122,Finance,9.9,9.67,5,No,8,4,2,Yes
106,Business,5.98,6.33,10,No,2,10,5,No
119,Computer Science,8.18,7.86,10,No,4,2,3,No
109,Design,7.88,7.75,3,No,8,10,3,No
72,Engineering,7.83,7.95,5,No,5,8,1,No
119,Computer Science,8.08,8.19,8,Yes,4,4,3,Yes
102,Education,7.51,7.09,2,Yes,7,4,2,No
99,Psychology,5.08,5.43,4,No,4,3,1,No
104,Marketing,9.5,9.6,8,Yes,8,9,2,Yes
94,Marketing,9.13,9.5,5,No,10,4,5,No
103,Restaurant,5.87,6.24,8,Yes,2,2,1,No
91,Computer Science,7.07,7.12,6,No,0,1,2,No
119,Psychology,8.85,9.26,1,Yes,3,1,1,No
98,Marketing,9.9,10.25,5,Yes,6,8,4,Yes
94,Education,9.76,10.22,10,No,2,1,3,No
86,Restaurant,9.5,9.85,2,No,9,5,2,No
104,Computer Science,5.79,6.11,7,Yes,7,8,0,No
102,Restaurant,9.57,9.54,10,Yes,1,7,5,No
105,Computer Science,9.39,9.1,4,No,8,7,4,No
84,Pharmacy,6.88,7.29,2,Yes,2,8,4,No
75,Pharmacy,6.97,7.19,1,No,10,3,5,No
109,Finance,7.3,7.08,5,Yes,5,5,2,No
122,Engineering,8.28,8.12,10,Yes,6,2,2,Yes
84,Restaurant,6.3,6.49,8,No,4,5,0,No
123,Finance,5.11,5.09,8,No,9,5,5,No
104,Restaurant,5.71,5.29,10,No,4,2,2,No
99,Marketing,7.2,6.84,2,Yes,0,10,5,No
94,Design,6.41,6.66,6,No,3,6,0,No
79,Restaurant,8.82,8.65,7,No,0,1,2,No
114,Marketing,5.53,5.54,10,No,8,8,0,No
88,Psychology,9.59,9.86,1,Yes,8,1,1,No
88,Pharmacy,9.48,9.73,5,No,4,3,3,No
114,Finance,9.54,9.21,6,Yes,4,1,3,Yes
71,Design,8.7,8.3,7,No,4,2,2,No
77,Education,5.53,5.62,9,Yes,6,7,2,No
99,Pharmacy,7.19,7.43,3,No,5,7,3,No
104,Finance,5.66,5.31,8,No,1,5,3,No
107,Design,9.94,9.81,10,No,10,5,0,No
95,Education,6.67,7.04,3,No,9,7,0,No
137,Business,7.93,8.37,9,Yes,2,10,1,Yes
96,Marketing,8.9,8.85,8,Yes,4,10,1,No
96,Business,9.6,9.18,9,Yes,6,5,0,No
88,Marketing,8.78,8.54,5,No,1,8,1,No
101,Computer Science,8.37,8.1,9,No,10,3,4,No
109,Engineering,7.33,7.07,3,Yes,3,2,5,No
118,Design,8.03,8.02,7,Yes,0,10,0,Yes
77,Business,5.47,5.55,3,No,6,4,1,No
96,Engineering,9.42,9.04,6,Yes,10,7,1,No
106,Design,7.72,8.11,8,Yes,1,9,2,Yes
108,Finance,5.2,5.32,2,Yes,7,3,2,No
100,Computer Science,9.6,9.7,8,No,9,3,2,No
108,Finance,7.45,7.94,1,Yes,10,7,3,No
87,Marketing,9.34,9.47,4,No,0,1,5,No
123,Engineering,9.28,9.71,7,Yes,1,7,3,Yes
114,Design,9.08,8.87,1,Yes,7,2,3,Yes
79,Restaurant,5.31,5.05,6,No,4,10,0,No
83,Engineering,6.24,6.26,10,Yes,4,1,2,No
84,Psychology,9.38,9.39,6,No,10,10,2,Yes
110,Education,9.49,9.22,7,No,6,9,0,No
80,Business,7.29,7.49,9,No,3,1,3,No
95,Design,7.2,6.73,7,No,8,8,5,No
106,Pharmacy,5.88,6.07,3,Yes,2,10,1,No
99,Pharmacy,9.84,9.8,4,No,7,7,4,No
103,Education,6.07,6.26,1,No,2,10,2,No
84,Marketing,5.95,5.93,5,No,7,9,3,No
108,Engineering,8.3,8.78,7,No,0,5,1,No
90,Engineering,6.21,6.04,3,No,9,3,2,No
95,Pharmacy,9.69,10.17,6,Yes,9,1,2,No
103,Engineering,5.05,4.61,3,Yes,6,2,4,No
101,Education,5.03,5.21,4,Yes,0,6,3,No
100,Engineering,7.52,7.47,5,Yes,1,8,5,No
88,Marketing,7.44,7.76,6,No,10,9,0,No
95,Business,5.82,6.11,6,No,10,8,1,No
100,Psychology,7.47,7.77,1,No,0,2,1,No
79,Business,7.06,6.65,8,No,9,1,3,No
93,Psychology,9.45,9.77,3,No,2,10,1,No
105,Restaurant,5.05,4.76,4,No,8,4,0,No
80,Business,9.88,9.41,8,No,0,5,1,No
117,Education,8.12,7.84,5,No,2,10,3,Yes
119,Computer Science,5.76,5.74,6,Yes,1,6,0,No
81,Restaurant,5.23,5.47,1,Yes,4,4,4,No
120,Psychology,7.69,7.41,8,No,6,5,5,No
97,Psychology,6.17,5.78,5,No,5,8,3,No
106,Restaurant,6.51,6.66,1,No,9,10,5,No
92,Psychology,6.23,6.71,7,No,4,3,4,No
113,Design,8.25,8.35,2,No,2,1,1,No
106,Computer Science,7.77,7.96,6,Yes,6,9,5,No
87,Education,5.39,5.45,3,No,8,9,0,No
82,Design,7.63,7.91,6,No,1,2,5,No
78,Psychology,8.96,9.44,9,No,5,3,1,No
102,Business,5.41,5.45,6,No,4,8,3,No
108,Design,9.45,9.37,1,No,8,3,4,No
109,Business,7.89,8.25,6,Yes,7,3,4,No
98,Restaurant,9.75,10.22,3,No,8,6,1,No
82,Engineering,5.74,5.37,4,No,6,6,3,No
89,Finance,9.97,10.05,4,Yes,4,7,1,No
117,Psychology,8.22,8.51,9,No,3,10,5,Yes
92,Finance,7.84,7.87,8,No,7,4,2,No
102,Computer Science,7.58,7.49,7,Yes,1,5,3,No
83,Business,5.12,5.28,5,No,0,10,3,No
105,Design,9.7,9.47,10,No,2,3,0,No
93,Finance,8.22,8.07,4,Yes,6,2,2,No
115,Marketing,5.46,5.95,3,No,0,3,4,No
111,Psychology,5.1,5.24,1,Yes,4,3,1,No
92,Finance,5.25,5.62,9,Yes,4,2,4,No
98,Design,8.05,8.36,8,Yes,2,1,3,No
91,Design,8.07,8.22,1,Yes,10,3,5,No
78,Computer Science,7.5,7.84,2,Yes,0,1,1,No
87,Pharmacy,6.53,6.32,1,No,4,8,4,No
102,Education,7.66,7.8,1,Yes,7,5,1,No
104,Marketing,7.58,7.67,9,No,8,6,4,No
102,Finance,5.1,5.22,5,No,5,10,1,No
95,Education,6.41,6.08,3,Yes,0,7,4,No
113,Marketing,5.27,5.05,2,Yes,4,7,4,No
100,Pharmacy,9.5,9.29,8,Yes,1,4,1,No
110,Finance,8.63,8.73,8,Yes,0,6,0,No
73,Marketing,9.98,10.45,6,No,2,8,1,No
41,Education,6.51,6.96,2,Yes,10,6,5,No
104,Business,9.39,9.12,1,Yes,9,7,4,No
78,Design,8.02,7.82,6,Yes,4,3,2,No
96,Engineering,7.27,6.81,1,No,8,9,3,No
95,Restaurant,6.11,6.01,6,No,6,10,0,No
123,Psychology,8.69,9.02,10,Yes,5,2,5,Yes
105,Engineering,9.52,9.94,2,No,8,8,1,No
102,Finance,6.18,5.92,7,No,5,8,3,No
112,Finance,5.88,5.65,10,Yes,10,2,5,No
105,Marketing,8.48,8.2,2,No,3,9,0,No
93,Design,9.88,9.73,2,Yes,6,3,2,No
116,Pharmacy,8.75,9.05,6,Yes,1,10,3,Yes
83,Computer Science,6.42,6.57,4,No,1,6,5,No
104,Marketing,7.1,7.39,6,No,5,4,1,No
76,Computer Science,6.92,7,8,No,4,5,2,No
103,Restaurant,9.26,9.02,10,No,5,3,1,No
102,Education,8.86,8.59,3,Yes,1,10,5,Yes
125,Marketing,7.94,7.45,5,No,1,8,3,Yes
76,Restaurant,6.37,6.65,5,Yes,0,10,1,No
90,Psychology,9.69,10.04,10,No,1,10,5,Yes
112,Marketing,8.27,8.54,9,Yes,10,8,2,Yes
105,Design,9.85,9.42,7,Yes,9,7,2,No
102,Design,7.9,8.16,9,Yes,6,7,3,No
85,Finance,9.11,8.66,8,No,1,2,3,No
91,Psychology,9.07,8.68,3,Yes,2,10,4,Yes
118,Finance,6.69,6.63,2,No,10,6,2,No
99,Computer Science,9.82,9.8,3,Yes,5,4,5,No
105,Engineering,5.11,5.43,6,Yes,5,9,4,No
98,Pharmacy,8.84,9.02,10,Yes,9,5,1,No
82,Psychology,9.83,9.48,4,Yes,10,6,3,No
114,Education,6.69,6.42,1,No,8,7,5,No
107,Pharmacy,8.24,8.03,10,No,10,2,0,No
134,Pharmacy,7.81,7.43,10,No,1,1,5,No
84,Business,8.81,8.6,9,No,6,6,1,No
112,Marketing,9.33,9.56,6,Yes,0,9,4,Yes
80,Education,8.02,7.76,1,Yes,5,7,2,No
102,Psychology,9.08,9.42,3,No,8,9,3,Yes
114,Finance,6.56,6.53,1,Yes,7,3,3,No
68,Computer Science,6.14,5.96,9,No,5,5,5,No
96,Marketing,7.15,7.06,4,No,5,6,1,No
91,Business,8.39,8.6,2,No,5,6,5,No
89,Computer Science,5.94,5.96,4,No,7,5,1,No
105,Psychology,8.4,7.91,2,No,1,2,3,No
116,Engineering,6.97,7.39,6,No,10,10,4,Yes
98,Pharmacy,8.98,8.55,6,No,8,3,2,No
103,Business,5.18,5.62,7,No,9,6,3,No
101,Computer Science,8.34,7.87,9,No,7,9,3,No
100,Finance,8.25,8.52,9,Yes,1,10,1,No
83,Business,9.7,9.73,4,Yes,10,8,2,Yes
116,Computer Science,8.57,8.58,9,Yes,7,8,3,Yes
104,Business,8.98,8.55,8,No,0,8,1,No
105,Finance,9.52,9.26,1,Yes,5,6,0,No
87,Finance,8.38,8.66,7,Yes,5,3,3,No
93,Education,6.45,6.84,7,No,8,5,0,No
97,Design,9.35,9.38,10,No,8,8,2,Yes
76,Pharmacy,8.74,8.59,4,No,4,3,2,No
74,Marketing,7.12,6.68,7,Yes,0,1,3,No
90,Marketing,8.55,8.73,10,Yes,10,1,5,No
107,Psychology,9.34,9.12,10,Yes,0,7,4,No
90,Restaurant,9.88,9.44,5,Yes,6,6,1,No
84,Psychology,9.76,9.93,5,No,10,5,1,No
87,Restaurant,6.63,6.62,5,Yes,10,8,4,No
93,Business,7.11,6.62,6,Yes,3,8,0,No
94,Restaurant,5.55,5.16,7,Yes,8,1,5,No
132,Design,6.24,6.44,5,No,2,7,5,No
115,Design,9.41,8.97,9,No,5,2,2,Yes
115,Pharmacy,6.8,7.17,9,No,8,4,3,No
117,Computer Science,8.1,7.91,7,Yes,3,1,1,No
85,Marketing,8.33,7.92,10,No,4,2,1,No
81,Pharmacy,8.91,9.17,3,Yes,4,10,3,Yes
83,Design,5.91,5.93,4,No,4,9,3,No
120,Computer Science,6.52,6.33,4,No,1,1,1,No
91,Psychology,7.24,7.15,7,Yes,10,7,1,No
81,Marketing,6.82,6.34,2,No,1,4,1,No
93,Education,9.91,10.07,5,Yes,0,7,3,No
96,Marketing,9.17,9.04,4,No,0,7,5,No
104,Business,7.4,7.61,10,No,3,10,0,No
103,Engineering,9.4,9.53,9,No,2,3,1,No
87,Marketing,6.74,6.89,1,No,3,2,0,No
110,Design,8.93,9.22,10,Yes,10,3,1,No
90,Business,6.12,6.25,3,Yes,5,5,3,No
97,Finance,8.86,8.78,6,No,10,8,4,Yes
110,Restaurant,7.28,7.17,4,Yes,0,9,0,No
90,Psychology,5.54,5.16,3,Yes,7,4,4,No
91,Education,6.37,6.65,6,No,7,6,1,No
108,Psychology,7.01,7.27,3,No,6,4,1,No
87,Finance,8.75,8.5,7,No,10,9,5,Yes
94,Engineering,5.36,5.72,1,No,10,5,3,No
108,Marketing,8.3,8.39,9,No,3,2,4,No
130,Pharmacy,8.58,8.56,10,No,7,1,4,Yes
109,Business,8.27,7.79,2,No,8,5,1,No
107,Education,8.8,8.68,4,No,4,8,2,Yes
107,Finance,5.89,6.03,6,No,5,6,5,No
83,Engineering,7.94,7.53,6,Yes,9,7,2,No
101,Psychology,9.71,9.67,8,No,7,9,4,Yes
99,Finance,8.05,8.54,8,No,4,4,4,No
104,Education,8.06,8.28,4,No,3,5,0,No
101,Education,8.68,8.73,6,Yes,7,9,1,No
105,Engineering,6.67,6.7,9,Yes,2,3,2,No
95,Psychology,8.5,8.04,7,No,5,1,3,No
100,Design,9.58,10.04,8,Yes,8,8,0,No
81,Education,5.05,5.48,8,No,5,9,2,No
95,Business,9.35,9.53,2,No,8,10,1,No
120,Business,6.09,5.69,7,Yes,7,10,1,No
104,Restaurant,7.28,6.99,3,No,8,4,5,No
99,Psychology,9.26,8.94,7,No,9,6,1,No
128,Finance,9.12,9.14,2,Yes,8,7,2,Yes
79,Business,9.46,9.17,1,No,7,7,1,No
83,Engineering,9.7,9.9,9,No,8,8,5,Yes
125,Finance,7.24,7.29,10,Yes,6,6,3,No
100,Psychology,8.28,7.8,10,No,6,7,5,No
96,Engineering,6.95,7.19,1,No,10,9,1,No
82,Marketing,6.75,6.44,1,Yes,3,6,0,No
106,Computer Science,7.16,7.48,3,Yes,0,2,5,No
108,Business,8.72,8.58,1,No,6,4,3,No
83,Business,7.51,7.35,7,Yes,7,5,0,No
97,Restaurant,9.07,8.58,7,Yes,8,8,5,Yes
94,Design,8.73,9.22,8,Yes,0,4,5,No
103,Restaurant,5.1,5.21,2,No,8,1,0,No
83,Psychology,8.15,8.07,7,No,6,1,4,No
118,Restaurant,7.18,6.78,9,Yes,6,2,4,No
113,Design,7.28,7.48,10,Yes,2,8,1,No
94,Design,9.09,8.87,5,Yes,0,3,3,No
96,Education,7.74,8.23,10,Yes,6,6,2,No
97,Education,9.43,9.88,3,No,9,7,4,No
88,Computer Science,8.56,8.8,9,No,7,1,3,No
93,Engineering,7.76,8.23,1,Yes,5,5,4,No
95,Marketing,8.77,8.38,3,Yes,6,2,5,No
124,Design,5.19,4.97,2,No,8,7,3,No
114,Marketing,5.14,4.89,2,No,7,3,1,No
114,Business,5.42,4.99,3,Yes,4,9,0,No
105,Pharmacy,7.19,7.66,10,No,10,1,4,No
83,Computer Science,6.18,5.74,7,No,3,2,0,No
99,Psychology,9.92,10.28,6,No,10,9,5,Yes
114,Finance,7.71,7.98,9,Yes,3,7,0,No
81,Marketing,8.31,8.19,10,Yes,3,3,2,No
109,Restaurant,6.39,5.91,10,Yes,1,8,2,No
134,Design,6.61,6.12,3,No,9,5,1,No
115,Marketing,6.68,6.38,5,Yes,9,2,3,No
121,Finance,8.49,8.48,9,Yes,6,10,1,Yes
103,Design,7.37,7.33,3,Yes,7,1,3,No
114,Psychology,7.59,7.68,8,Yes,6,6,5,No
89,Pharmacy,7.96,8.23,9,No,10,4,2,No
111,Restaurant,8.84,8.72,7,Yes,9,2,1,No
109,Marketing,5.45,5.11,6,No,7,1,3,No
104,Education,8.88,9.18,6,No,10,7,5,No
119,Computer Science,7.82,7.65,6,Yes,10,4,2,No
91,Marketing,8.35,8.14,5,No,8,1,3,No
97,Marketing,6.64,6.9,7,Yes,7,10,1,No
101,Finance,7.05,7.48,7,Yes,4,1,4,No
84,Finance,6.16,6.57,7,Yes,3,7,4,No
103,Computer Science,9.9,9.54,3,Yes,4,5,5,No
74,Marketing,7.49,7.49,6,No,10,1,1,No
115,Engineering,9.98,9.57,9,No,0,9,5,Yes
100,Psychology,7.45,7.91,9,No,4,3,0,No
92,Finance,6.1,5.82,4,Yes,5,10,5,No
87,Finance,7.54,7.24,9,No,8,1,4,No
96,Engineering,5.2,5.59,2,Yes,8,2,5,No
110,Design,9.52,9.99,8,No,9,10,4,Yes
108,Marketing,9.09,9.29,2,No,2,6,4,No
89,Computer Science,8.63,8.25,5,Yes,10,3,0,No
87,Finance,8.05,8.04,6,No,7,10,2,Yes
109,Computer Science,7.9,8.22,2,No,7,8,2,Yes
89,Computer Science,9.98,10.05,9,Yes,8,1,0,No
100,Psychology,6.39,6.02,6,Yes,0,1,5,No
101,Education,8.9,8.57,8,Yes,4,8,0,No
104,Finance,7.91,8.27,4,Yes,4,1,1,No
112,Restaurant,9.88,9.91,3,No,6,4,1,No
81,Design,9.14,9.35,4,No,10,6,5,No
71,Computer Science,9.99,9.86,1,No,7,1,1,No
91,Finance,7.94,7.97,1,Yes,10,4,2,No
127,Design,6.02,6.5,8,Yes,6,5,5,No
130,Restaurant,7.52,7.35,1,No,5,1,3,No
127,Finance,8.56,8.73,5,No,3,2,4,Yes
97,Marketing,8.87,8.54,10,No,8,2,1,No
73,Computer Science,5,4.62,9,No,1,6,4,No
64,Restaurant,7.53,7.81,3,No,5,2,0,No
90,Marketing,6.18,6.52,10,Yes,9,6,2,No
97,Computer Science,9.37,9.54,2,Yes,5,9,1,No
119,Business,5.76,5.42,5,Yes,10,2,5,No
113,Pharmacy,8.33,8.07,2,No,3,7,5,Yes
103,Engineering,6.33,6.74,10,No,2,1,3,No
86,Computer Science,6.78,6.57,1,No,10,9,5,No
85,Restaurant,9.7,10.02,9,No,2,4,2,No
103,Restaurant,6.2,5.99,10,No,1,5,0,No
110,Pharmacy,5.48,5.92,9,Yes,2,4,5,No
105,Finance,5.35,5.76,1,No,3,10,5,No
84,Engineering,7.52,7.06,4,No,9,9,5,No
109,Design,8.21,8.48,5,Yes,3,1,4,No
106,Computer Science,6.64,6.31,2,No,9,10,2,No
83,Finance,8.45,8.17,9,No,6,6,4,No
88,Marketing,5.31,5.27,9,No,3,5,5,No
110,Design,9.29,9.37,9,Yes,8,8,1,No
96,Engineering,9.08,8.91,8,Yes,7,2,5,No
123,Finance,9.93,10.01,6,No,0,4,5,Yes
107,Education,9.68,9.35,1,Yes,9,5,0,No
92,Design,6.78,6.3,10,Yes,0,8,3,No
99,Psychology,7,7.07,5,Yes,5,1,2,No
100,Psychology,8.73,8.75,8,Yes,3,7,5,No
89,Computer Science,5.67,5.86,4,No,9,8,4,No
86,Computer Science,6.57,6.72,8,No,5,1,0,No
110,Computer Science,5.59,5.99,6,Yes,8,5,0,No
112,Engineering,7.27,7.23,1,Yes,9,6,1,No
109,Education,7.76,7.27,1,Yes,4,10,2,No
122,Finance,6.06,6.19,3,No,7,5,1,No
91,Marketing,5.13,5.31,1,No,1,9,1,No
125,Business,8.6,8.62,4,Yes,7,4,1,No
86,Restaurant,5.1,5.29,3,No,7,2,0,No
84,Marketing,9.87,9.69,7,Yes,1,9,4,Yes
73,Finance,6.11,5.76,9,Yes,6,2,4,No
93,Education,8.32,8.48,7,Yes,7,2,3,No
92,Engineering,7.17,6.92,5,No,6,6,5,No
107,Design,5.3,5.26,1,Yes,5,9,3,No
103,Marketing,7.36,7.35,5,Yes,2,5,4,No
82,Design,7.58,7.56,1,No,10,10,1,No
94,Business,9.27,9.37,6,No,10,2,0,No
94,Finance,8.66,8.19,8,Yes,2,6,1,No
73,Education,5.4,5.89,7,Yes,7,1,1,No
85,Finance,6.05,6.27,1,No,3,10,1,No
88,Restaurant,6.56,6.49,8,Yes,9,10,2,No
121,Engineering,5.58,5.27,9,No,7,3,2,No
102,Restaurant,7.28,6.86,10,Yes,9,3,1,No
109,Finance,9.92,10.09,2,Yes,5,10,3,Yes
77,Restaurant,7.57,7.39,1,Yes,2,6,3,No
117,Pharmacy,8.71,8.44,6,No,9,4,4,Yes
119,Finance,8.41,8.29,4,No,1,8,0,Yes
70,Education,9.25,9.34,7,No,0,7,2,No
89,Marketing,6.08,6.25,3,Yes,3,9,5,No
107,Education,8.77,8.92,3,No,7,5,1,No
109,Pharmacy,9.41,9.77,8,No,3,5,5,No
107,Marketing,9.21,9.81,7,Yes,,3,,Yes
98,Pharmacy,8.56,6.87,6,,2,7,0,No
110,Marketing,8.35,6.43,7,No,,2,3,No
123,Education,8.37,9.34,7,No,7,,3,Yes
96,Finance,6.73,6.12,,No,9,4,4,No
96,Computer Science,6.41,9.82,5,No,6,1,2,No
124,Psychology,8.88,5.06,9,No,6,3,1,No
112,Psychology,8.89,9.85,8,Yes,6,9,2,Yes
93,Pharmacy,,5.22,10,No,7,7,5,No
108,Psychology,9.38,9.46,8,Yes,0,7,5,Yes
93,Education,,7.64,4,No,3,4,1,No
93,Design,7.41,9.96,4,Yes,5,2,4,Yes
104,Pharmacy,,5.37,9,,8,4,1,No
71,Marketing,8.12,7.77,6,Yes,1,6,3,Yes
74,Engineering,8.37,9.85,5,,0,,5,Yes
92,Restaurant,8.82,7.62,9,No,9,1,0,Yes
85,Education,9.27,8.15,7,,1,8,0,Yes
,Marketing,6.62,8.48,3,Yes,6,,4,Yes
86,Design,6.8,7.27,5,No,2,5,3,No
79,Engineering,,8.14,,,9,4,2,No
122,Psychology,7.78,7.92,7,No,,6,3,Yes
97,Design,,,7,Yes,6,3,0,No
